Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	CAPTAIN
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	CAPTAIN (con't)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	INTERCOM
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	PILOT (into intercom)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	GENERAL (con't)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	HAN (con't)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	GENERAL (over intercom)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	GENERAL (to Threepio)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	WHITSUN (to Artwo)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	GENERAL (into intercom)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	GENERAL (to Han)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	VOICE
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	LARS (con't)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	LARS
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	BERU
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	LARS (to general)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	LARS (yelling down to them)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	HAN (to Starkiller)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	THREEPIO (quietly)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	TANK PILOT
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	AID [sic]
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	STARKILLER (mocking)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	VADER (to officer)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	STARKILLER (to Artwo)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	CAPTAIN OF THE GUARD
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	GENERAL (to Valorum)
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	MEDIC
Draft:	Rough Draft [First of four major screenplay drafts] Lucasfilm Ltd.	Character:	GOVERNOR
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	JUSTIN
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	AKIRA
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	BINK
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	BINK (Cont.)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	JUSTIN (Cont.)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	PILOT
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	CHICK-ONE
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	SON HHAT
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	SON HHAT (Cont.)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	OXUS
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	OXUS (Cont.)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	ESPAA
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	CONTROLLER
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	OFFICER
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	HORUS
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	COLL
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	VADER
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	ZAVOS
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	KAYOS
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	SANDAGE
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	SKYWALKER
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	NASH
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	TARKIN
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	KAYOS (Cont.)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	PUCK
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	OETA
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	ZARA
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	BREHA
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	MONTROSS
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	PRUE
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	BUREAUCRATS
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	SKYWALKER (to the aides)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	AKIRA (angrily)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	KAYOS (pointing to the suns)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	GENERAL
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	PHONE VOICE
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	DOCTOR
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	OXUS (with difficulty)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	SKYWALKER (to Montross)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	PRINCESS
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	CHIEF
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	DEVIL SIX (intercom)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	PILOT LEADER
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	SKYWALKER (monitor)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	DEVIL TWO
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	PILOT LEADER (intercom)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	DEVIL SIX
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	DEVIL FIVE
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	DEVIL FOUR (intercom)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	DEVIL THREE
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	FIRST OFFICER
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	ATTACHE
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	DEVIL FOUR
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	TROOPER
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	OFFICER (on monitor)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	AIDE
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	SKYWALKER (with difficulty)
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	PILOT LEADER'S NAVIGATOR
Draft:	FIRST DRAFT LUCASFILM LIMITED	Character:	COMMANDER
